name,capital,date,time,lastquote,lastabs,lastrel,bid,offer,low,high,dayvol,pe,yield
Ateme SA,1125000000.0,2018-12-31,14:00:12,10.96,0.12,0.0111,10.96,11.2,10.58,11.08,11690.0,30.44,nan
Atos SE,75400000000.0,2018-12-31,14:00:23,71.48,0.84,0.011899999999999999,70.4,71.64,69.9,71.7,113863.0,12.2,0.0241
Aubay,3571000000.0,2018-12-31,14:00:01,28.15,0.95,0.0349,27.45,28.15,27.3,28.15,3886.0,15.47,0.018799999999999997
Audiovalley SA,375600000.0,2018-12-31,12:25:14,4.5,0.0,0.0004,4.5,4.5,4.5,4.5,101.0,5.25,nan
Avenir Télécom,nan,2018-12-31,13:31:52,0.15,0.0,0.026699999999999998,0.15,0.16,0.15,0.16,68678.0,0.82,nan
Awox SA,66500000.0,2018-12-31,13:02:19,0.92,0.01,0.011000000000000001,0.92,0.93,0.91,0.94,31827.0,0.84,nan
Axway Software,2563000000.0,2018-12-31,14:00:10,12.42,0.28,0.0231,12.24,12.8,12.04,12.54,1543.0,62.1,0.0165
Bigben Interactive,1617000000.0,2018-12-31,14:00:12,8.01,0.28,0.0338,8.01,8.11,8.0,8.4,31515.0,16.69,0.0121
Bilendi SA,341500000.0,2018-12-31,09:49:36,8.68,0.0,0.0,8.68,8.7,8.68,8.68,120.0,18.6,nan
Blue Solutions SA,4739000000.0,2018-12-31,13:51:26,16.3,0.05,0.0031,16.25,16.35,16.3,16.3,6352.0,24.33,nan
Capgemini SE,143600000000.0,2018-12-31,14:00:15,86.8,0.88,0.0102,86.2,87.0,85.92,87.06,176721.0,19.64,0.019799999999999998
Cast,636700000.0,2018-12-31,13:27:15,3.65,0.01,0.0027,3.65,3.7,3.65,3.75,4455.0,8.11,nan
Cegedim SA,2706000000.0,2018-12-31,14:00:23,19.75,0.4,0.0207,19.15,19.75,19.35,19.75,699.0,39.17,nan
Cheops Technology France SA,nan,2018-12-31,11:30:00,34.6,3.2,0.10189999999999999,28.0,34.6,34.6,34.6,1.0,nan,nan
中國超節能控股有限公司,nan,--,,nan,nan,nan,nan,nan,NULL,NULL,nan,nan,nan
Cibox Inter@ctive,93100000.0,2018-12-31,13:37:15,0.11,0.01,0.055,0.11,0.11,0.1,0.11,231762.0,26.38,nan
Claranova SA,2148000000.0,2018-12-31,14:03:02,0.62,0.07,0.1275,0.62,0.62,0.56,0.64,6728501.0,24.8,nan
Cofidur SA,131500000.0,2018-12-31,11:26:43,340.0,0.0,0.0,335.0,340.0,339.0,340.0,11.0,7.41,0.0235
Cogelec SA,590700000.0,2018-12-31,12:12:16,6.47,0.17,0.0255,6.3,6.64,6.47,6.61,551.0,nan,nan
Coheris,83500000.0,2018-12-31,11:50:25,1.64,0.04,0.025,1.65,1.65,1.61,1.64,423.0,14.91,nan
Condor Technologies NV,nan,2018-11-21,03:01:00,16.2,1.2,0.08,0.7,17.0,16.2,16.2,2000.0,nan,nan
Consort NT,nan,2017-11-22,03:01:50,20.2,0.0,0.0,18.2,20.2,20.2,20.2,12.0,nan,0.0891
Dalenys SA,nan,--,,nan,nan,nan,nan,nan,NULL,NULL,nan,nan,0.0027
Dalet SA,430300000.0,2018-12-31,11:05:09,11.9,0.1,0.0083,11.4,12.7,11.9,11.9,858.0,62.63,nan
Damaris SA,nan,2018-11-02,02:01:04,1.62,0.0,0.0,0.0,5.0,1.62,1.62,168.0,nan,nan
Dassault Systemes SE,263400000000.0,2018-12-31,14:03:13,103.7,1.85,0.0182,102.6,105.0,101.95,104.25,103719.0,47.14,0.005699999999999999
Datbim SA,49100000.0,2018-12-21,11:30:09,1.68,0.2,0.10640000000000001,0.35,1.84,1.68,1.68,100.0,nan,nan
Debflex,nan,2018-12-05,07:15:00,2.42,0.18,0.0692,2.42,2.42,2.42,2.68,537.0,nan,0.126
Devoteam SA,6391000000.0,2018-12-31,14:00:02,82.5,2.5,0.0313,79.9,85.0,80.6,83.8,7927.0,29.15,0.0113
Digigram,12700000.0,2018-12-31,11:30:00,0.6,0.03,0.047599999999999996,0.51,0.7,0.6,0.6,100.0,1.13,nan
Digitech,nan,2018-08-02,03:01:48,1.3,0.1,0.07139999999999999,1.0,2.0,1.3,1.3,400.0,nan,nan
Dolphin Integration SA,nan,2018-08-16,09:03:41,3.66,0.2,0.057800000000000004,3.0,3.98,3.6,3.66,1344.0,3.81,nan
DONTNOD Entertainment SA,682300000.0,2018-12-31,14:00:25,14.8,0.2,0.0137,14.65,14.84,14.6,14.8,389.0,33.32,nan
Drone Volt SA,58200000.0,2018-12-31,14:00:04,0.2,0.01,0.030299999999999997,0.2,0.21,0.2,0.21,84050.0,2.01,nan
EasyVista SA,554500000.0,2018-12-31,12:52:00,36.8,2.6,0.076,32.4,37.0,36.8,37.0,26.0,17.61,nan
Egide SA,112200000.0,2018-12-31,11:06:07,1.4,0.02,0.0176,1.4,1.44,1.4,1.45,850.0,27.9,nan
Ekinops SA,540200000.0,2018-12-31,14:00:28,2.66,0.15,0.059800000000000006,2.63,2.66,2.52,2.67,31700.0,7.82,nan
Enensys Technologies SA,188700000.0,2018-12-31,13:36:01,3.53,0.11,0.032,3.03,3.8,3.48,3.53,845.0,8.28,nan
Entreparticuliers SA,24100000.0,2018-12-31,10:01:56,0.65,0.03,0.0441,0.64,0.69,0.63,0.65,3976.0,2.26,nan
Envea SA,820000000.0,2018-12-31,12:32:29,51.6,0.2,0.0039000000000000003,51.6,51.8,51.6,51.8,21.0,15.59,0.0126
Equipements Audiovisuels &Systemes,nan,--,,11.31,nan,nan,9.31,13.9,NULL,NULL,nan,nan,nan
Esi Group SA,1529000000.0,2018-12-31,13:36:22,27.75,0.5,0.0183,26.75,27.8,26.85,27.75,829.0,66.07,nan
Esker SA,3157000000.0,2018-12-31,14:00:02,58.5,0.5,0.0086,57.8,58.5,57.9,58.5,1002.0,47.95,0.0055000000000000005
Eutelsat Communications,40199999999.99999,2018-12-31,14:00:01,17.21,0.1,0.0055000000000000005,17.17,17.71,17.03,17.45,263167.0,13.79,0.07339999999999999
FILAE SA,70700000.0,2018-12-31,13:09:13,4.1,0.0,0.0,4.1,4.28,4.1,4.1,250.0,7.83,nan
Focus Home Interactive SA,1175000000.0,2018-12-31,13:58:13,22.9,0.5,0.0223,22.9,23.0,22.4,22.9,846.0,15.68,0.0254
Gemalto NV,45900000000.0,--,,nan,nan,nan,nan,nan,NULL,NULL,nan,nan,0.0054
Generix Group FCE,726300000.0,2018-12-31,13:52:45,3.25,0.03,0.0091,3.21,3.29,3.25,3.28,2422.0,325.0,nan
Gérard Perrier Industrie,1669000000.0,2018-12-31,09:00:25,45.3,0.0,0.0,45.2,45.3,45.3,45.3,66.0,13.9,0.0382
Green Energy 4 Seasons SA,nan,2018-12-18,03:01:02,2.9,0.0,0.0,2.7,13.0,2.9,2.9,1088.0,nan,nan
Groupe Gorge SA,1085000000.0,2018-12-31,14:00:23,8.41,0.37,0.046,8.4,8.42,8.11,8.48,6414.0,7.04,0.0398
Groupe Open SA,1553000000.0,2018-12-31,14:00:04,19.8,1.2,0.0645,18.62,19.8,18.5,19.8,5574.0,14.67,0.0226
Groupe Plus Values,nan,--,,0.01,nan,nan,0.0,0.01,NULL,NULL,nan,0.93,nan
Guillemot Corp SA,497000000.0,2018-12-31,13:44:29,3.3,0.04,0.0123,3.3,3.35,3.28,3.38,8008.0,2.86,nan
Harvest SA,1140000000.0,2018-12-31,11:47:40,85.5,0.0,0.0,85.5,86.0,85.5,85.5,157.0,37.17,0.020499999999999997
HF Co,170700000.0,2018-12-31,14:00:27,5.56,0.16,0.0296,5.34,5.66,5.32,5.56,721.0,19.86,0.0926
Hipay Group SA,431100000.0,2018-12-31,13:39:56,7.98,0.72,0.0828,7.7,8.0,7.64,8.32,3844.0,8.67,nan
HiTechPros SA,241600000.0,2018-12-29,03:01:04,14.7,0.0,0.0,14.6,14.7,14.7,14.7,729.0,11.31,0.085
Holosfind,nan,2017-06-30,07:15:00,0.02,0.0,0.0,0.02,0.03,0.02,0.03,516500.0,0.4,nan
Horizontal Software SA,20500000.0,2018-12-31,09:00:03,1.0,0.01,0.005,0.95,1.0,1.0,1.0,1.0,0.42,nan
Hubwoo,182800000.0,2018-12-27,13:56:25,0.14,0.0,0.0217,0.14,0.15,0.14,0.14,14346.0,15.34,nan
Hydro Exploitations SA,nan,2018-11-13,03:01:50,59.0,0.5,0.0084,58.0,57.5,59.0,59.0,2.0,nan,0.0308
i2S Corp SA,46500000.0,2018-12-19,03:01:04,2.7,0.0,0.0,2.1,2.68,2.7,2.7,10.0,7.88,nan
IDS,nan,2018-12-07,03:01:04,0.66,0.0,0.0,0.5,0.63,0.66,0.66,100.0,nan,0.0862
IGE Plus XAO SA,1696000000.0,2018-12-31,12:16:24,131.0,0.5,0.0038,131.0,139.5,131.0,131.5,100.0,29.05,0.0118
Immersion SA,38600000.0,2018-12-14,03:01:02,3.12,0.0,0.0,0.1,3.5,3.12,3.12,120.0,13.55,nan
Infoclip,nan,2018-12-31,11:30:00,1.7,0.0,0.0,1.7,1.75,1.7,1.7,90.0,nan,nan
Infotel SA,2395000000.0,2018-12-31,14:00:25,38.4,2.4,0.0667,37.0,38.4,36.15,38.4,1342.0,16.2,0.0319
Innelec Multimedia SA,119700000.0,2018-12-31,14:00:09,4.08,0.27,0.0621,4.06,4.36,4.05,4.35,4915.0,2.0,0.046
Inside Secure,577000000.0,2018-12-31,14:00:13,1.38,0.07,0.0504,1.35,1.39,1.32,1.38,79445.0,nan,nan
Intrasense,343449.0,2018-12-31,13:10:16,0.2,0.0,0.025099999999999997,0.19,0.2,0.19,0.2,43046.0,0.17,nan
Iscool Entertainment SA,nan,--,,nan,nan,nan,nan,nan,NULL,NULL,nan,nan,nan
IT Link,108200000.0,2018-12-31,12:06:48,6.7,0.1,0.0152,6.6,6.9,6.52,6.7,444.0,11.75,nan
Itesoft,215799999.99999997,2018-12-31,13:35:44,3.72,0.04,0.0109,3.72,3.74,3.68,3.72,635.0,9.3,0.0443
ITS Group,346500000.0,2018-12-31,13:29:46,4.52,0.07,0.015700000000000002,4.5,4.52,4.46,4.52,445.0,11.89,0.027000000000000003
Kalray SA,496500000.0,2018-12-31,11:11:19,11.45,0.0,0.0,11.45,11.5,11.45,11.5,246.0,nan,nan
Kerlink SA,175300000.0,2018-12-31,14:00:12,3.58,0.13,0.0377,3.45,4.15,3.45,3.74,14677.0,53.38,nan
Keyrus,711100000.0,2018-12-31,14:00:05,4.55,0.05,0.0111,4.33,4.72,4.55,4.74,4287.0,10.11,nan
Lacroix SA,674500000.0,2018-12-31,12:37:05,19.2,0.3,0.0159,19.2,19.3,18.9,19.2,199.0,8.17,0.0317
Lectra,5682000000.0,2018-12-31,14:00:14,18.18,0.3,0.0168,17.0,18.5,17.98,18.4,5339.0,20.43,0.0213
Lexibook Linguistic Electronic System SA,54600000.0,2018-12-31,14:00:01,0.84,0.04,0.05,0.84,0.87,0.84,0.87,8138.0,7.64,nan
Linedata Services,2076000000.0,2018-12-31,14:03:17,31.5,0.5,0.0161,31.15,31.6,31.0,31.5,577.0,11.47,0.0435
Locasystem international SA,nan,2017-08-26,03:01:00,3.0,0.32,0.0964,1.0,8.0,3.5,3.5,1.0,3.68,0.1429
Logic Instrument SA,51700000.0,2018-12-31,12:24:02,0.6,0.0,0.0,0.57,0.64,0.6,0.63,12292.0,6.33,nan
Lucibel SA,152900000.0,2018-12-31,12:02:11,1.11,0.02,0.022099999999999998,1.08,1.13,1.11,1.13,590.0,6.18,nan
M2i SAS,252100000.0,--,,nan,nan,nan,nan,nan,NULL,NULL,nan,nan,nan
Magillem Design Services,nan,2018-12-29,03:01:00,7.0,0.0,0.0,7.0,13.9,7.0,7.0,36.0,nan,0.07429999999999999
Mecelec Composites SA,49400000.00000001,2018-12-31,12:38:04,1.21,0.02,0.012199999999999999,1.2,1.21,1.17,1.23,2551.0,8.22,nan
Medasys,328000000.0,2018-12-31,12:59:52,0.29,0.0,0.0068000000000000005,0.29,0.29,0.29,0.29,4951.0,4.85,nan
Media Lab SpA,nan,2018-12-19,03:01:47,3.48,0.01,0.0029,3.48,3.48,3.48,3.48,500.0,nan,nan
Memscap SA,140100000.0,2018-12-31,14:00:06,1.97,0.03,0.0181,1.91,1.98,1.93,1.97,17167.0,16.42,nan
Mersen SA,4672000000.0,2018-12-31,14:00:03,23.5,0.65,0.028399999999999998,23.45,23.6,23.05,23.6,8322.0,10.78,0.032799999999999996
Microwave Vision,566700000.0,2018-12-31,11:53:13,9.06,0.04,0.0044,9.06,9.1,9.02,9.06,633.0,45.3,nan
Mulann SA,nan,2018-12-28,12:25:35,0.06,0.02,0.375,0.06,0.06,0.06,0.06,20.0,0.07,nan
Multimicrocloud SA,nan,2018-12-31,11:30:00,0.59,0.05,0.0935,0.01,0.59,0.59,0.59,100.0,nan,nan
Neocom Multimedia,60500000.0,2018-12-19,03:01:48,3.96,0.36,0.1,3.5,3.96,3.96,3.96,254.0,9.66,0.0707
Netgem SA,270100000.0,2018-12-31,13:34:09,0.98,0.0,0.0,0.98,1.0,0.97,0.98,1838.0,8.17,0.102
Neurones,4534000000.0,2018-12-31,11:51:53,18.9,0.2,0.010700000000000001,18.8,18.9,18.8,18.9,502.0,16.88,0.0032
Nokia Oyj,281300000000.0,2018-12-31,14:00:27,5.06,0.03,0.0064,5.04,5.09,5.0,5.06,177987.0,25.32,0.0378
NOVADAY,nan,2018-09-08,03:01:00,0.15,0.0,0.0,0.0,0.15,0.15,0.15,1.0,nan,nan
Novatech Industries,nan,2018-12-20,11:30:00,6.3,1.2,0.16,6.2,8.1,6.3,6.3,2.0,nan,nan
NSE Industries,279800000.0,2018-12-31,09:00:11,8.9,0.0,0.0,8.7,9.1,8.9,8.9,1.0,327.71,nan
Oceasoft SA,22599999.999999996,2018-12-31,12:39:38,0.9,0.12,0.15380000000000002,0.71,0.9,0.78,0.9,1550.0,1.39,nan
OCTO Technology SA,nan,--,,nan,nan,nan,nan,nan,NULL,NULL,nan,nan,0.0187
Octopus Robots SA,127800000.0,2018-12-29,03:01:04,7.0,0.2,0.0294,6.35,8.0,7.0,7.0,1408.0,nan,nan
Onlineformapro,nan,2018-12-08,03:01:50,2.16,1.14,0.3455,2.14,2.16,2.16,2.16,589.0,nan,nan
Ordissimo SA,115399999.99999999,2018-12-31,10:20:36,4.6,0.0,0.0,4.3,4.4,4.6,4.6,40.0,nan,nan
Oxatis,86300000.00000001,2018-12-31,14:00:05,3.0,0.0,0.0,3.0,3.02,3.0,3.02,514.0,3.8,nan
Pacte Novation SA,nan,2018-12-04,03:01:48,2.78,0.64,0.18710000000000002,2.78,3.04,2.78,2.78,5.0,9.2,nan
Paragon ID,232300000.0,2018-12-31,14:00:23,17.0,3.0,0.2143,15.1,17.0,14.4,17.0,1109.0,nan,nan
Parrot SA,946000000.0,2018-12-31,14:00:02,3.2,0.01,0.0031,3.2,3.21,3.2,3.23,82453.0,0.89,nan
Pharmagest Interactive,7639000000.0,2018-12-31,14:00:07,51.1,0.0,0.0,51.1,51.5,50.3,51.2,824.0,33.52,0.0147
Photonike Capital SA,nan,2017-06-10,03:01:47,7.85,0.05,0.0064,7.85,7.85,7.85,7.85,600.0,nan,nan
Planet Media,119800000.0,2018-12-31,09:00:24,2.52,0.0,0.0,2.5,2.7,2.52,2.52,1.0,9.5,0.0317
Precia,941100000.0,2018-12-31,13:47:09,169.0,2.0,0.011699999999999999,167.0,170.0,167.0,171.0,94.0,15.09,0.013999999999999999
Prodware SA,666400000.0,2018-12-31,14:00:11,9.1,0.45,0.052000000000000005,8.88,9.2,8.65,9.1,5602.0,8.73,0.0069
Prologue SA,163900000.0,2018-12-31,14:00:27,0.38,0.01,0.031,0.38,0.38,0.38,0.38,103350.0,6.14,nan
ProVenture Gold Inc,nan,--,,nan,nan,nan,nan,nan,NULL,NULL,nan,nan,nan
Quotium Technologies,310300000.0,2018-12-13,03:01:04,18.8,2.2,0.1048,22.0,18.8,18.8,18.8,1.0,30.32,nan
Reworld Media,521100000.0,2018-12-31,13:29:58,1.5,0.08,0.0528,1.46,1.5,1.45,1.5,4505.0,34.31,nan
Rexel SA,28000000000.0,2018-12-31,14:00:24,9.3,0.02,0.0026,9.24,9.3,9.25,9.34,286817.0,26.57,0.0453
Riber,393000000.0,2018-12-31,14:00:17,1.96,0.07,0.0381,1.89,1.96,1.84,1.97,40943.0,10.32,0.0265
Scientific Brain Training,nan,2018-12-11,03:01:50,8.5,0.3,0.0341,5.0,8.45,8.5,8.5,10.0,34.0,nan
Securinfor,nan,2018-12-18,03:01:04,40.0,2.0,0.0526,27.0,45.0,40.0,40.0,5.0,nan,0.0575
Semplicemente S.p.A,nan,--,,0.81,nan,nan,0.81,nan,NULL,NULL,nan,nan,nan
SES-imagotag SA,2338000000.0,2018-12-31,14:00:28,18.18,0.86,0.049699999999999994,17.7,18.18,17.32,18.4,11410.0,11.58,nan
Sidetrade SA,657500000.0,2018-12-31,10:47:57,50.0,0.0,0.0,49.9,50.0,50.0,50.0,23.0,35.41,nan
Societe O2I,117300000.0,2018-12-31,11:06:45,0.97,0.0,0.0,0.94,0.96,0.94,0.97,1920.0,45.22,nan
Societe Pour L'Informatique Industrielle,3995000000.0,2018-12-31,14:00:10,20.7,0.6,0.029900000000000003,20.0,20.7,20.0,20.7,1217.0,16.05,0.0075
Sodifrance SA,581400000.0,2018-12-29,03:01:02,16.0,0.9,0.0596,15.1,16.6,16.0,16.0,9.0,34.78,0.0144
Soft Computing,510000000.0,2018-12-31,13:52:57,24.6,0.2,0.008199999999999999,24.4,24.6,24.4,24.6,1213.0,20.85,0.020499999999999997
Soitec SA,15700000000.0,2018-12-31,14:01:47,50.6,0.45,0.009000000000000001,50.0,50.65,49.56,51.15,39600.0,17.33,nan
Solocal Group SA,2799000000.0,2018-12-31,14:00:23,0.5,0.02,0.049,0.49,0.51,0.48,0.5,936834.0,0.2,nan
Solutions 30 SE,8782000000.0,2018-12-31,14:00:25,8.92,0.48,0.056900000000000006,8.83,8.99,8.46,8.95,35594.0,68.23,nan
Sopra Steria Group SA,16100000000.000002,2018-12-31,14:00:25,80.65,1.15,0.014499999999999999,80.65,81.5,79.75,81.35,6235.0,11.37,0.0302
SQLI SA,690400000.0000001,2018-12-31,14:00:19,16.48,0.68,0.043,16.02,16.5,15.5,16.5,10295.0,36.34,nan
STMicroelectronics NV,109900000000.0,2018-12-31,14:00:06,12.49,0.25,0.0204,12.41,12.55,12.25,12.53,822584.0,nan,0.0168
Streamwide,210900000.0,2018-12-31,11:30:00,7.2,0.0,0.0,7.1,7.3,7.2,7.2,1.0,7.91,nan
Swiss Fintec Invest AG,nan,2018-12-31,12:42:54,0.23,0.01,0.0417,0.2,0.25,0.23,0.23,2600.0,nan,nan
Sword Group,2755000000.0,2018-12-31,14:00:18,29.0,0.1,0.0034999999999999996,28.9,29.2,28.95,29.3,16645.0,26.61,0.0415
Technofirst SA,606270.0,2018-12-28,14:01:41,0.14,0.0,0.0,0.15,0.23,0.14,0.14,788.0,1.01,nan
Tessi,3216000000.0,2018-12-31,12:15:35,116.0,1.5,0.0131,114.0,119.0,114.0,116.0,68.0,10.38,nan
Tonna Electronique,nan,2018-06-22,07:30:57,0.41,0.0,0.0,0.41,0.41,0.41,0.41,5.0,0.26,nan
Traqueur SA,34000000.0,2018-12-31,11:30:00,1.01,0.02,0.0194,1.0,1.15,1.01,1.01,1.0,0.25,nan
Travel Technology Interactive SA,72500000.0,2018-12-15,03:01:04,1.1,0.0,0.0,0.02,1.31,1.1,1.1,2630.0,22.0,nan
Tronics Microsystems,409099999.99999994,2018-12-28,03:01:48,11.1,0.0,0.0,11.1,13.0,11.1,11.1,128.0,6.19,nan
Txcom,55900000.0,2018-12-29,03:01:02,4.54,0.36,0.0735,4.54,5.7,4.54,4.54,210.0,11.43,0.0352
Ubisoft Entertainment,76700000000.0,2018-12-31,14:00:13,70.48,0.72,0.0103,69.64,70.78,69.88,70.76,132848.0,59.73,nan
Umanis NR,1574000000.0,2018-12-31,13:22:09,8.54,0.02,0.0023,8.52,8.56,8.52,8.54,3408.0,9.28,0.0141
Union Technologies Informatique Group,45700000.0,2018-12-31,09:00:13,0.52,0.0,0.0,0.52,0.53,0.52,0.52,1.0,4.32,nan
Visiativ SA,587100000.0,2018-12-31,14:00:28,15.0,0.06,0.004,14.96,15.0,14.82,15.0,3576.0,12.54,nan
Visiodent SA,98900000.0,2018-12-29,03:01:47,2.2,0.0,0.0,2.2,2.42,2.2,2.2,330.0,24.57,0.05
VOGO SA,363300000.0,2018-12-31,13:54:44,11.0,0.3,0.027999999999999997,10.8,11.2,10.85,11.0,876.0,nan,nan
Voluntis SA,303900000.0,2018-12-31,13:32:10,4.99,0.13,0.026699999999999998,4.86,4.99,4.86,4.99,233.0,3.11,nan
Wallix Group SA,718000000.0,2018-12-31,14:00:01,12.5,0.0,0.0,12.5,12.75,12.05,12.95,4912.0,48.08,nan
Wavestone SA,4630000000.0,2018-12-31,14:00:13,23.15,0.05,0.0022,23.15,24.95,23.1,24.5,4203.0,17.15,0.0088
Weborama SA,279500000.0,2018-12-31,10:33:53,6.9,0.05,0.0073,6.75,6.9,6.75,6.9,4.0,9.83,nan
Wedia,192600000.00000003,2018-12-31,10:51:33,22.9,0.4,0.0178,22.8,24.0,22.5,22.9,128.0,27.44,0.0084
Witbe SA,208700000.0,2018-12-31,14:00:11,5.4,0.12,0.0227,4.98,5.42,4.98,5.4,3448.0,5.19,nan
X-FAB Silicon Foundries SE,5415000000.0,2018-12-31,14:00:05,4.26,0.12,0.0277,4.22,4.4,4.21,4.3,35049.0,nan,nan
陽電控股有限公司,nan,--,,nan,nan,nan,nan,nan,NULL,NULL,nan,nan,nan
